record_ID,units_sold
215477,11.0
215479,19.0
215481,16.0
215483,23.0
215487,107.0
215488,72.0
215489,43.0
215490,48.0
215491,64.0
215492,62.0
215496,64.0
215497,38.0
215498,58.0
215499,20.0
215500,10.0
215501,56.0
215502,48.0
215504,7.0
215505,10.0
215506,22.0
215509,59.0
215510,26.0
215513,32.0
215514,34.0
215517,49.0
215518,27.0
215519,51.0
215521,34.0
215522,24.0
215523,116.0
215526,14.0
215529,139.0
215530,74.0
215531,39.0
215533,51.0
215534,71.0
215535,76.0
215538,88.0
215539,44.0
215540,77.0
215541,29.0
215543,48.0
215544,39.0
215545,154.0
215547,9.0
215548,22.0
215550,20.0
215551,16.0
215556,32.0
215557,18.0
215560,21.0
215561,68.0
215562,18.0
215563,39.0
215564,7.0
215566,15.0
215568,170.0
215570,14.0
215573,31.0
215574,24.0
215577,16.0
215578,17.0
215580,57.0
215581,22.0
215582,39.0
215583,24.0
215584,20.0
215585,37.0
215586,39.0
215587,97.0
215589,9.0
215590,15.0
215591,9.0
215592,14.0
215593,12.0
215597,18.0
215598,52.0
215599,21.0
215600,42.0
215601,45.0
215602,37.0
215603,42.0
215604,28.0
215605,30.0
215608,24.0
215609,28.0
215610,147.0
215613,143.0
215614,73.0
215615,44.0
215616,26.0
215617,12.0
215618,96.0
215619,122.0
215620,133.0
215622,27.0
215623,19.0
215624,179.0
215625,90.0
215626,161.0
215627,32.0
215628,16.0
215631,93.0
215632,70.0
215633,179.0
215635,23.0
215636,43.0
215637,6.0
215638,27.0
215639,22.0
215641,57.0
215642,35.0
215643,17.0
215645,49.0
215646,53.0
215647,50.0
215648,58.0
215651,38.0
215652,45.0
215653,53.0
215654,60.0
215655,34.0
215656,213.0
215658,19.0
215659,14.0
215660,82.0
215661,64.0
215662,27.0
215663,38.0
215664,46.0
215665,55.0
215669,46.0
215670,59.0
215671,62.0
215672,77.0
215673,50.0
215677,16.0
215678,4.0
215680,203.0
215681,125.0
215682,94.0
215685,123.0
215686,141.0
215687,132.0
215688,21.0
215691,176.0
215692,82.0
215693,143.0
215694,30.0
215698,103.0
215699,113.0
215700,601.0
215702,21.0
215703,39.0
215704,22.0
215707,80.0
215708,65.0
215709,20.0
215710,24.0
215711,38.0
215712,52.0
215713,40.0
215714,39.0
215715,46.0
215716,121.0
215717,35.0
215718,53.0
215719,34.0
215720,30.0
215722,51.0
215723,82.0
215724,268.0
215726,18.0
215727,48.0
215728,6.0
215730,13.0
215734,41.0
215735,23.0
215736,24.0
215737,27.0
215738,62.0
215739,29.0
215740,23.0
215741,5.0
215742,39.0
215743,78.0
215744,176.0
215747,18.0
215749,52.0
215750,66.0
215752,16.0
215753,36.0
215754,21.0
215756,46.0
215758,40.0
215759,22.0
215760,23.0
215762,19.0
215763,20.0
215764,136.0
215767,45.0
215768,44.0
215769,8.0
215770,23.0
215771,53.0
215772,52.0
215773,35.0
215774,48.0
215775,50.0
215776,69.0
215777,25.0
215778,37.0
215779,22.0
215780,15.0
215781,35.0
215782,30.0
215783,157.0
215785,16.0
215786,24.0
215788,142.0
215789,100.0
215790,32.0
215791,48.0
215792,59.0
215793,90.0
215795,23.0
215796,80.0
215797,37.0
215798,79.0
215799,18.0
215800,11.0
215801,77.0
215802,48.0
215805,15.0
215806,27.0
215812,52.0
215813,42.0
215814,15.0
215815,64.0
215816,59.0
215817,82.0
215821,67.0
215822,39.0
215823,71.0
215824,64.0
215825,32.0
215828,12.0
215829,6.0
215830,30.0
215831,24.0
215832,11.0
215833,44.0
215834,65.0
215835,29.0
215839,90.0
215840,50.0
215841,88.0
215842,50.0
215843,120.0
215844,213.0
215846,22.0
215847,19.0
215850,32.0
215852,14.0
215853,31.0
215854,29.0
215855,12.0
215858,62.0
215859,20.0
215860,49.0
215861,22.0
215862,22.0
215863,35.0
215864,45.0
215865,117.0
215866,8.0
215867,13.0
215868,19.0
215870,10.0
215872,126.0
215873,76.0
215874,51.0
215877,78.0
215878,79.0
215879,95.0
215882,108.0
215883,52.0
215884,102.0
215885,16.0
215886,8.0
215888,82.0
215889,66.0
215890,243.0
215892,14.0
215893,26.0
215895,10.0
215898,12.0
215899,36.0
215900,16.0
215902,18.0
215903,34.0
215904,24.0
215908,77.0
215909,24.0
215910,48.0
215911,25.0
215912,19.0
215913,37.0
215914,51.0
215915,133.0
215918,18.0
215919,14.0
215920,11.0
215921,15.0
215922,18.0
215923,32.0
215924,29.0
215925,18.0
215929,21.0
215930,45.0
215933,14.0
215934,117.0
215937,172.0
215938,83.0
215939,49.0
215942,86.0
215943,102.0
215944,131.0
215947,23.0
215948,114.0
215949,69.0
215950,111.0
215951,23.0
215952,10.0
215953,84.0
215954,55.0
215955,189.0
215957,9.0
215958,23.0
215959,18.0
215962,101.0
215963,109.0
215964,32.0
215965,5.0
215967,21.0
215968,56.0
215969,34.0
215970,17.0
215971,21.0
215972,16.0
215973,69.0
215974,34.0
215975,45.0
215976,23.0
215977,19.0
215978,41.0
215979,47.0
215980,166.0
215981,13.0
215982,18.0
215983,21.0
215985,8.0
215986,16.0
215987,34.0
215988,37.0
215989,33.0
215992,31.0
215993,34.0
215994,11.0
215995,13.0
215997,71.0
215998,25.0
215999,38.0
216000,13.0
216001,9.0
216003,30.0
216004,61.0
216005,128.0
216007,22.0
216008,23.0
216010,5.0
216011,6.0
216012,11.0
216013,252.0
216014,179.0
216015,69.0
216016,18.0
216018,117.0
216019,151.0
216020,211.0
216024,240.0
216025,99.0
216026,196.0
216027,38.0
216028,24.0
216030,112.0
216031,90.0
216032,282.0
216033,10.0
216034,21.0
216035,51.0
216036,84.0
216037,46.0
216039,12.0
216040,105.0
216041,87.0
216042,51.0
216043,65.0
216044,70.0
216047,25.0
216048,56.0
216049,33.0
216050,57.0
216051,15.0
216052,9.0
216053,44.0
216054,28.0
216057,11.0
216058,16.0
216062,200.0
216063,105.0
216064,67.0
216065,13.0
216067,113.0
216068,120.0
216069,132.0
216071,153.0
216072,108.0
216073,157.0
216074,29.0
216075,12.0
216077,96.0
216078,65.0
216080,9.0
216081,17.0
216082,31.0
216084,29.0
216087,35.0
216091,14.0
216092,26.0
216093,34.0
216094,11.0
216095,13.0
216096,19.0
216097,55.0
216098,23.0
216099,38.0
216100,17.0
216101,11.0
216103,36.0
216104,51.0
216105,107.0
216106,12.0
216107,18.0
216108,20.0
216109,35.0
216110,31.0
216112,8.0
216113,22.0
216114,29.0
216115,9.0
216118,40.0
216119,15.0
216120,35.0
216121,13.0
216124,35.0
216125,105.0
216128,14.0
216131,42.0
216132,32.0
216135,17.0
216136,51.0
216137,50.0
216138,9.0
216141,113.0
216142,41.0
216143,83.0
216144,32.0
216145,28.0
216147,43.0
216148,65.0
216149,130.0
216150,15.0
216151,20.0
216152,28.0
216154,18.0
216155,33.0
216156,27.0
216159,14.0
216160,29.0
216161,21.0
216163,14.0
216164,34.0
216165,22.0
216166,14.0
216167,20.0
216168,23.0
216171,13.0
216176,7.0
216177,12.0
216178,25.0
216179,15.0
216180,10.0
216182,30.0
216183,13.0
216184,16.0
216186,17.0
216187,13.0
216190,7.0
216191,118.0
216192,73.0
216193,35.0
216195,75.0
216196,87.0
216197,88.0
216200,75.0
216201,43.0
216202,76.0
216203,11.0
216205,68.0
216206,40.0
216207,134.0
216208,10.0
216209,16.0
216210,26.0
216211,9.0
216213,73.0
216214,71.0
216215,11.0
216217,34.0
216218,39.0
216219,31.0
216223,44.0
216224,55.0
216225,45.0
216226,32.0
216227,47.0
216228,239.0
216229,7.0
216231,17.0
216232,35.0
216233,30.0
216236,15.0
216237,20.0
216241,68.0
216242,28.0
216243,53.0
216244,20.0
216245,17.0
216246,29.0
216247,47.0
216248,119.0
216250,12.0
216251,16.0
216254,63.0
216255,68.0
216256,31.0
216258,22.0
216259,46.0
216260,43.0
216261,14.0
216262,17.0
216263,20.0
216264,101.0
216265,31.0
216266,58.0
216267,27.0
216268,22.0
216270,48.0
216271,59.0
216272,208.0
216273,15.0
216274,16.0
216275,39.0
216276,46.0
216278,14.0
216279,15.0
216282,17.0
216283,24.0
216287,28.0
216288,12.0
216289,10.0
216292,19.0
216293,62.0
216296,11.0
216297,155.0
216298,104.0
216299,68.0
216301,64.0
216302,61.0
216303,88.0
216307,110.0
216308,51.0
216309,94.0
216310,26.0
216311,17.0
216312,66.0
216313,89.0
216314,168.0
216315,6.0
216316,7.0
216317,24.0
216319,17.0
216324,129.0
216325,85.0
216326,46.0
216329,89.0
216330,83.0
216331,102.0
216332,28.0
216335,61.0
216336,51.0
216337,79.0
216340,67.0
216341,35.0
216342,362.0
216344,11.0
216345,18.0
216346,33.0
216348,72.0
216349,61.0
216350,37.0
216352,18.0
216353,39.0
216354,54.0
216355,13.0
216356,14.0
216357,18.0
216358,85.0
216359,28.0
216360,49.0
216361,29.0
216362,26.0
216363,35.0
216364,60.0
216365,128.0
216366,13.0
216367,22.0
216368,34.0
216369,34.0
216370,10.0
216372,17.0
216373,30.0
216374,27.0
216376,13.0
216377,27.0
216378,30.0
216379,24.0
216381,18.0
216382,47.0
216383,20.0
216384,22.0
216385,24.0
216386,36.0
216387,107.0
216389,17.0
216390,16.0
216391,5.0
216399,26.0
216403,76.0
216404,40.0
216405,23.0
216407,26.0
216408,32.0
216409,54.0
216411,56.0
216412,24.0
216413,53.0
216414,14.0
216416,32.0
216417,27.0
216418,108.0
216421,16.0
216423,8.0
216424,50.0
216425,37.0
216426,10.0
216427,26.0
216428,32.0
216429,9.0
216430,57.0
216431,28.0
216432,38.0
216433,19.0
216434,16.0
216435,32.0
216436,37.0
216437,92.0
216438,15.0
216439,16.0
216440,23.0
216443,17.0
216444,34.0
216445,192.0
216446,155.0
216447,90.0
216450,96.0
216451,109.0
216452,109.0
216455,25.0
216456,154.0
216457,72.0
216458,137.0
216459,33.0
216463,75.0
216464,60.0
216465,310.0
216467,9.0
216468,28.0
216470,18.0
216471,10.0
216473,10.0
216475,11.0
216476,26.0
216478,8.0
216480,53.0
216481,21.0
216482,15.0
216483,19.0
216484,69.0
216485,131.0
216491,89.0
216492,73.0
216493,44.0
216495,56.0
216496,52.0
216497,74.0
216501,58.0
216502,38.0
216503,64.0
216506,40.0
216507,36.0
216509,7.0
216511,19.0
216512,8.0
216514,122.0
216515,81.0
216516,31.0
216517,45.0
216518,57.0
216519,73.0
216521,77.0
216522,35.0
216523,77.0
216524,26.0
216525,21.0
216526,66.0
216527,39.0
216528,176.0
216530,7.0
216531,24.0
216532,37.0
216533,18.0
216536,12.0
216541,32.0
216544,10.0
216545,48.0
216546,143.0
216549,11.0
216551,41.0
216552,22.0
216554,6.0
216555,24.0
216556,56.0
216557,39.0
216558,13.0
216559,11.0
216561,114.0
216562,40.0
216563,76.0
216564,29.0
216565,24.0
216568,50.0
216569,44.0
216570,107.0
216572,22.0
216573,21.0
216577,30.0
216579,11.0
216580,19.0
216581,49.0
216582,31.0
216584,16.0
216585,17.0
216586,42.0
216587,23.0
216588,24.0
216590,8.0
216591,26.0
216592,25.0
216593,145.0
216596,177.0
216597,121.0
216598,27.0
216601,79.0
216602,84.0
216603,115.0
216606,24.0
216607,97.0
216608,42.0
216609,111.0
216610,15.0
216611,6.0
216612,63.0
216613,50.0
216614,225.0
216616,15.0
216617,20.0
216619,8.0
216622,181.0
216623,36.0
216624,6.0
216627,12.0
216628,48.0
216629,25.0
216630,9.0
216631,10.0
216632,9.0
216633,45.0
216634,22.0
216635,33.0
216636,9.0
216637,8.0
216639,46.0
216640,98.0
216641,12.0
216642,15.0
216643,21.0
216645,78.0
216646,76.0
216647,19.0
216648,16.0
216649,31.0
216650,41.0
216651,14.0
216652,13.0
216653,19.0
216654,60.0
216655,21.0
216656,36.0
216657,15.0
216658,13.0
216659,37.0
216660,51.0
216661,126.0
216663,15.0
216664,22.0
216666,10.0
216667,38.0
216668,29.0
216670,24.0
216671,55.0
216672,24.0
216675,48.0
216676,19.0
216677,34.0
216680,24.0
216681,26.0
216685,7.0
216686,8.0
216687,10.0
216688,15.0
216689,65.0
216690,60.0
216691,20.0
216692,20.0
216693,34.0
216694,32.0
216695,10.0
216696,8.0
216697,9.0
216698,46.0
216699,15.0
216700,34.0
216702,13.0
216703,31.0
216704,28.0
216705,115.0
216708,12.0
216709,8.0
216711,12.0
216712,74.0
216713,53.0
216714,31.0
216716,27.0
216717,30.0
216718,43.0
216721,24.0
216722,41.0
216723,26.0
216724,41.0
216725,40.0
216726,14.0
216731,59.0
216732,40.0
216733,28.0
216734,35.0
216735,42.0
216738,36.0
216739,29.0
216740,50.0
216743,35.0
216744,12.0
216748,12.0
216749,70.0
216750,39.0
216751,18.0
216753,33.0
216754,44.0
216755,43.0
216756,71.0
216757,43.0
216758,67.0
216761,35.0
216762,55.0
216763,183.0
216765,10.0
216766,11.0
216767,5.0
216768,24.0
216771,21.0
216772,21.0
216773,14.0
216774,21.0
216779,36.0
216780,24.0
216782,18.0
216783,36.0
216784,91.0
216787,38.0
216788,31.0
216789,6.0
216791,15.0
216793,39.0
216794,16.0
216795,31.0
216796,17.0
216797,13.0
216798,25.0
216799,29.0
216800,66.0
216803,12.0
216805,14.0
216807,43.0
216808,46.0
216809,19.0
216810,10.0
216812,18.0
216813,28.0
216814,37.0
216815,14.0
216817,16.0
216818,56.0
216819,23.0
216820,34.0
216822,8.0
216823,30.0
216824,47.0
216825,96.0
216827,14.0
216828,20.0
216831,25.0
216836,40.0
216837,16.0
216838,14.0
216839,21.0
216840,16.0
216841,43.0
216842,18.0
216843,28.0
216844,17.0
216845,24.0
216849,8.0
216850,29.0
216851,24.0
216852,12.0
216853,11.0
216854,28.0
216855,15.0
216856,9.0
216857,20.0
216858,63.0
216859,19.0
216860,28.0
216861,15.0
216864,50.0
216865,119.0
216868,19.0
216870,49.0
216871,42.0
216874,22.0
216875,28.0
216876,31.0
216877,15.0
216878,11.0
216879,12.0
216880,52.0
216881,29.0
216882,41.0
216883,26.0
216884,18.0
216885,40.0
216886,29.0
216887,127.0
216889,8.0
216890,15.0
216891,18.0
216892,163.0
216893,127.0
216894,41.0
216896,78.0
216897,88.0
216898,94.0
216901,25.0
216902,89.0
216903,68.0
216904,69.0
216905,62.0
216906,36.0
216910,19.0
216914,42.0
216915,31.0
216916,12.0
216918,13.0
216919,30.0
216920,21.0
216923,49.0
216924,18.0
216925,35.0
216926,25.0
216927,20.0
216928,38.0
216929,26.0
216933,11.0
216935,27.0
216936,21.0
216938,5.0
216939,35.0
216940,69.0
216941,24.0
216944,70.0
216945,30.0
216946,28.0
216948,23.0
216949,73.0
216950,249.0
216953,16.0
216956,44.0
216957,54.0
216958,22.0
216960,22.0
216961,49.0
216962,44.0
216963,19.0
216964,19.0
216965,21.0
216966,53.0
216967,33.0
216968,40.0
216969,15.0
216971,33.0
216972,24.0
216973,129.0
216974,12.0
216975,20.0
216976,16.0
216978,59.0
216979,46.0
216982,24.0
216983,30.0
216984,40.0
216986,43.0
216987,25.0
216988,43.0
216991,42.0
216995,11.0
216998,83.0
216999,71.0
217000,20.0
217002,48.0
217003,51.0
217004,52.0
217008,56.0
217009,49.0
217010,65.0
217011,56.0
217012,44.0
217013,259.0
217016,13.0
217018,200.0
217019,116.0
217020,65.0
217023,79.0
217024,81.0
217025,115.0
217027,123.0
217028,64.0
217029,103.0
217030,35.0
217031,28.0
217033,83.0
217034,60.0
217035,257.0
217036,12.0
217037,15.0
217038,44.0
217039,65.0
217040,21.0
217043,231.0
217044,150.0
217045,55.0
217046,11.0
217048,103.0
217049,98.0
217050,137.0
217054,117.0
217055,62.0
217056,111.0
217057,18.0
217058,12.0
217060,90.0
217061,54.0
217062,229.0
217063,7.0
217064,17.0
217065,23.0
217067,13.0
217071,22.0
217072,21.0
217073,11.0
217074,8.0
217075,17.0
217076,46.0
217077,26.0
217080,67.0
217081,22.0
217082,21.0
217083,5.0
217084,23.0
217086,187.0
217089,17.0
217091,31.0
217092,29.0
217094,15.0
217095,26.0
217096,17.0
217099,37.0
217100,21.0
217101,14.0
217104,20.0
217105,45.0
217106,105.0
217108,8.0
217109,12.0
217110,8.0
217113,11.0
217115,20.0
217117,16.0
217119,15.0
217123,119.0
217124,82.0
217125,43.0
217126,48.0
217127,62.0
217128,62.0
217132,62.0
217133,39.0
217134,65.0
217135,21.0
217136,10.0
217137,52.0
217138,52.0
217140,7.0
217141,8.0
217142,20.0
217145,59.0
217146,27.0
217149,30.0
217150,35.0
217153,51.0
217154,27.0
217155,51.0
217158,38.0
217159,18.0
217160,71.0
217163,13.0
217166,155.0
217167,84.0
217168,40.0
217170,51.0
217171,71.0
217172,77.0
217175,87.0
217176,46.0
217177,82.0
217178,30.0
217180,43.0
217181,40.0
217182,139.0
217184,8.0
217185,22.0
217187,19.0
217188,22.0
217193,26.0
217194,17.0
217196,9.0
217197,59.0
217198,18.0
217199,45.0
217200,8.0
217202,11.0
217204,140.0
217206,12.0
217209,33.0
217210,36.0
217213,11.0
217214,18.0
217216,53.0
217217,19.0
217218,37.0
217219,24.0
217220,20.0
217221,39.0
217222,36.0
217223,90.0
217225,8.0
217226,13.0
217228,9.0
217229,20.0
217230,11.0
217233,19.0
217234,42.0
217235,20.0
217236,10.0
217237,11.0
217238,10.0
217239,41.0
217240,29.0
217241,21.0
217244,23.0
217245,27.0
217246,149.0
217249,148.0
217250,82.0
217251,44.0
217252,25.0
217253,13.0
217254,100.0
217255,126.0
217256,133.0
217258,15.0
217259,19.0
217260,178.0
217261,95.0
217262,166.0
217263,32.0
217264,17.0
217267,92.0
217268,69.0
217269,138.0
217271,21.0
217272,38.0
217273,53.0
217274,27.0
217275,21.0
217277,59.0
217278,37.0
217279,19.0
217281,48.0
217282,52.0
217283,52.0
217284,21.0
217287,41.0
217288,50.0
217289,58.0
217290,53.0
217291,30.0
217292,160.0
217294,17.0
217295,14.0
217296,93.0
217297,67.0
217298,26.0
217299,37.0
217300,45.0
217301,46.0
217305,49.0
217306,62.0
217307,65.0
217308,67.0
217309,55.0
217313,15.0
217314,4.0
217316,211.0
217317,129.0
217318,87.0
217321,127.0
217322,145.0
217323,119.0
217324,15.0
217327,182.0
217328,88.0
217329,157.0
217330,30.0
217334,99.0
217335,127.0
217336,682.0
217338,19.0
217339,38.0
217340,21.0
217343,88.0
217344,66.0
217345,25.0
217346,21.0
217347,34.0
217348,53.0
217349,21.0
217350,24.0
217351,19.0
217352,121.0
217353,34.0
217354,53.0
217355,34.0
217356,29.0
217358,50.0
217359,85.0
217360,165.0
217362,16.0
217363,28.0
217364,40.0
217366,12.0
217370,36.0
217371,21.0
217372,16.0
217373,14.0
217374,57.0
217375,30.0
217376,24.0
217377,5.0
217378,37.0
217379,74.0
217380,187.0
217383,18.0
217385,78.0
217386,80.0
217388,19.0
217389,33.0
217390,21.0
217392,15.0
217394,41.0
217395,22.0
217396,20.0
217398,19.0
217399,22.0
217400,156.0
217403,56.0
217404,54.0
217405,13.0
217407,21.0
217408,41.0
217409,51.0
217410,15.0
217411,19.0
217412,23.0
217413,65.0
217414,26.0
217415,34.0
217416,21.0
217417,14.0
217418,34.0
217419,32.0
217420,156.0
217422,16.0
217423,17.0
217425,159.0
217426,100.0
217427,29.0
217428,50.0
217429,68.0
217430,94.0
217432,24.0
217433,77.0
217434,37.0
217435,75.0
217436,18.0
217437,10.0
217438,63.0
217439,47.0
217442,9.0
217443,24.0
217449,57.0
217450,45.0
217451,15.0
217452,65.0
217453,57.0
217454,71.0
217458,63.0
217459,44.0
217460,73.0
217461,58.0
217462,31.0
217465,10.0
217466,5.0
217467,34.0
217468,23.0
217469,11.0
217470,48.0
217471,65.0
217472,28.0
217476,91.0
217477,52.0
217478,80.0
217479,37.0
217480,138.0
217481,205.0
217483,20.0
217484,18.0
217487,36.0
217489,9.0
217490,28.0
217491,29.0
217492,5.0
217495,55.0
217496,20.0
217497,46.0
217498,21.0
217499,21.0
217500,32.0
217501,47.0
217502,112.0
217503,6.0
217504,11.0
217505,18.0
217507,10.0
217509,139.0
217510,85.0
217511,52.0
217514,83.0
217515,77.0
217516,97.0
217519,105.0
217520,53.0
217521,113.0
217522,17.0
217523,8.0
217525,78.0
217526,60.0
217527,281.0
217529,13.0
217530,26.0
217532,10.0
217535,14.0
217536,36.0
217537,20.0
217539,18.0
217540,31.0
217541,23.0
217545,68.0
217546,25.0
217547,40.0
217548,24.0
217549,19.0
217550,36.0
217551,45.0
217552,123.0
217555,16.0
217556,14.0
217557,12.0
217558,13.0
217559,18.0
217560,34.0
217561,30.0
217562,20.0
217566,70.0
217567,44.0
217570,14.0
217571,64.0
217574,178.0
217575,86.0
217576,48.0
217579,84.0
217580,106.0
217581,134.0
217584,22.0
217585,233.0
217586,64.0
217587,110.0
217588,25.0
217589,10.0
217590,82.0
217591,63.0
217592,40.0
217594,18.0
217595,38.0
217596,18.0
217599,68.0
217600,86.0
217601,22.0
217602,19.0
217604,22.0
217605,56.0
217606,35.0
217607,19.0
217608,21.0
217609,17.0
217610,198.0
217611,32.0
217612,43.0
217613,23.0
217614,18.0
217615,41.0
217616,46.0
217617,32.0
217618,10.0
217619,17.0
217620,19.0
217622,6.0
217623,5.0
217624,19.0
217625,40.0
217626,32.0
217629,30.0
217630,34.0
217631,13.0
217632,13.0
217634,126.0
217635,25.0
217636,39.0
217637,13.0
217638,9.0
217640,33.0
217641,60.0
217642,36.0
217644,23.0
217645,24.0
217647,5.0
217648,4.0
217649,10.0
217650,289.0
217651,213.0
217652,66.0
217653,41.0
217655,117.0
217656,130.0
217657,221.0
217661,325.0
217662,103.0
217663,213.0
217664,39.0
217665,25.0
217667,110.0
217668,86.0
217669,52.0
217670,19.0
217671,36.0
217672,74.0
217673,97.0
217674,44.0
217676,14.0
217677,103.0
217678,71.0
217680,51.0
217681,58.0
217682,70.0
217685,16.0
217686,152.0
217687,33.0
217688,55.0
217689,15.0
217690,9.0
217691,45.0
217692,29.0
217695,20.0
217696,32.0
217700,207.0
217701,105.0
217702,64.0
217703,26.0
217705,109.0
217706,122.0
217707,138.0
217709,278.0
217710,78.0
217711,142.0
217712,31.0
217713,13.0
217715,98.0
217716,66.0
217718,22.0
217719,29.0
217720,48.0
217722,30.0
217725,34.0
217729,16.0
217730,27.0
217731,35.0
217732,12.0
217733,13.0
217734,14.0
217735,101.0
217736,22.0
217737,40.0
217738,16.0
217739,11.0
217741,36.0
217742,46.0
217743,28.0
217744,15.0
217745,19.0
217746,22.0
217747,33.0
217748,30.0
217750,9.0
217751,23.0
217752,29.0
217753,10.0
217756,76.0
217757,17.0
217758,26.0
217759,13.0
217761,42.0
217762,25.0
217765,17.0
217768,44.0
217769,32.0
217772,17.0
217773,54.0
217774,53.0
217775,9.0
217778,204.0
217779,39.0
217780,82.0
217781,33.0
217782,29.0
217784,43.0
217785,64.0
217786,34.0
217787,13.0
217788,20.0
217789,23.0
217791,17.0
217792,18.0
217793,25.0
217796,16.0
217797,33.0
217798,22.0
217800,16.0
217801,98.0
217802,24.0
217803,15.0
217804,21.0
217805,35.0
217808,15.0
217813,16.0
217814,14.0
217815,27.0
217816,17.0
217817,10.0
217819,59.0
217820,15.0
217821,17.0
217824,16.0
217825,13.0
217828,8.0
217829,115.0
217830,73.0
217831,31.0
217833,74.0
217834,86.0
217835,85.0
217838,238.0
217839,42.0
217840,70.0
217841,12.0
217843,71.0
217844,38.0
217845,39.0
217846,18.0
217847,24.0
217848,40.0
217849,9.0
217851,74.0
217852,74.0
217853,14.0
217855,37.0
217856,46.0
217857,33.0
217861,113.0
217862,54.0
217863,50.0
217864,36.0
217865,45.0
217866,27.0
217867,18.0
217869,33.0
217870,36.0
217871,27.0
217874,16.0
217875,21.0
217879,132.0
217880,27.0
217881,53.0
217882,20.0
217883,17.0
217884,30.0
217885,44.0
217886,27.0
217888,12.0
217889,16.0
217892,62.0
217893,64.0
217894,31.0
217896,22.0
217897,48.0
217898,44.0
217899,15.0
217900,19.0
217901,22.0
217902,262.0
217903,31.0
217904,57.0
217905,26.0
217906,22.0
217908,49.0
217909,58.0
217910,42.0
217911,16.0
217912,17.0
217913,29.0
217914,49.0
217916,15.0
217917,17.0
217921,18.0
217922,25.0
217926,73.0
217927,15.0
217928,11.0
217931,19.0
217932,15.0
217935,14.0
217936,155.0
217937,103.0
217938,65.0
217940,61.0
217941,65.0
217942,83.0
217946,206.0
217947,45.0
217948,93.0
217949,25.0
217950,17.0
217951,67.0
217952,50.0
217953,91.0
217954,9.0
217955,16.0
217956,41.0
217958,16.0
217963,132.0
217964,90.0
217965,46.0
217968,89.0
217969,90.0
217970,105.0
217971,20.0
217974,242.0
217975,46.0
217976,77.0
217979,70.0
217980,36.0
217981,43.0
217983,21.0
217984,37.0
217985,23.0
217987,73.0
217988,68.0
217989,35.0
217991,20.0
217992,38.0
217993,52.0
217994,14.0
217995,14.0
217996,18.0
217997,166.0
217998,29.0
217999,50.0
218000,31.0
218001,28.0
218002,35.0
218003,57.0
218004,35.0
218005,11.0
218006,22.0
218007,24.0
218008,38.0
218009,10.0
218011,12.0
218012,29.0
218013,26.0
218015,14.0
218016,26.0
218017,31.0
218018,32.0
218020,19.0
218021,90.0
218022,20.0
218023,22.0
218024,25.0
218025,35.0
218026,25.0
218028,19.0
218029,18.0
218030,6.0
218038,29.0
218042,75.0
218043,42.0
218044,20.0
218046,29.0
218047,37.0
218048,57.0
218050,110.0
218051,24.0
218052,50.0
218053,14.0
218055,33.0
218056,28.0
218057,13.0
218060,27.0
218062,7.0
218063,74.0
218064,57.0
218065,12.0
218066,26.0
218067,31.0
218068,9.0
218069,107.0
218070,27.0
218071,39.0
218072,20.0
218073,15.0
218074,30.0
218075,36.0
218076,26.0
218077,11.0
218078,15.0
218079,21.0
218082,9.0
218083,20.0
218084,193.0
218085,149.0
218086,89.0
218089,69.0
218090,110.0
218091,111.0
218094,26.0
218095,300.0
218096,68.0
218097,131.0
218098,35.0
218102,74.0
218103,59.0
218104,30.0
218106,19.0
218107,47.0
218109,19.0
218110,10.0
218112,9.0
218114,11.0
218115,29.0
218117,10.0
218119,110.0
218120,23.0
218121,16.0
218122,21.0
218123,72.0
218124,37.0
218130,87.0
218131,76.0
218132,44.0
218134,58.0
218135,59.0
218136,74.0
218140,152.0
218141,37.0
218142,61.0
218145,41.0
218146,36.0
218148,15.0
218150,35.0
218151,8.0
218153,123.0
218154,80.0
218155,31.0
218156,47.0
218157,59.0
218158,73.0
218160,171.0
218161,34.0
218162,73.0
218163,25.0
218164,21.0
218165,68.0
218166,38.0
218167,18.0
218169,16.0
218170,40.0
218171,38.0
218172,17.0
218175,13.0
218180,81.0
218183,12.0
218184,50.0
218185,30.0
218188,14.0
218190,37.0
218191,22.0
218193,18.0
218194,24.0
218195,57.0
218196,37.0
218197,13.0
218198,13.0
218200,166.0
218201,38.0
218202,83.0
218203,30.0
218204,25.0
218207,49.0
218208,43.0
218209,23.0
218211,22.0
218212,22.0
218216,31.0
218218,9.0
218219,18.0
218220,53.0
218221,32.0
218223,18.0
218224,19.0
218225,129.0
218226,24.0
218227,25.0
218228,8.0
218229,27.0
218230,26.0
218231,15.0
218234,182.0
218235,119.0
218236,28.0
218239,80.0
218240,83.0
218241,117.0
218244,20.0
218245,211.0
218246,39.0
218247,108.0
218248,15.0
218249,7.0
218250,67.0
218251,47.0
218252,19.0
218254,27.0
218255,36.0
218257,8.0
218260,172.0
218261,35.0
218262,6.0
218265,12.0
218266,47.0
218267,26.0
218268,9.0
218269,10.0
218270,9.0
218271,116.0
218272,22.0
218273,33.0
218274,10.0
218275,9.0
218277,46.0
218278,34.0
218279,14.0
218280,17.0
218281,22.0
218283,81.0
218284,77.0
218285,18.0
218286,17.0
218287,33.0
218288,42.0
218289,16.0
218290,14.0
218291,21.0
218292,126.0
218293,21.0
218294,37.0
218295,15.0
218296,13.0
218297,37.0
